peakset,file,m/z,rt,intensity
5265,0,203.115868423,395.725006104,208571.578125
5265,1,203.115937649,391.363006592,373098.125
5266,0,235.856033796,1325.36999512,91930.328125
5266,1,235.855973811,1323.20996094,130490.03125
5267,0,160.042796573,1362.30004883,109384.71875
5267,1,160.042812986,1372.52001953,112239.992188
5268,0,201.078952396,257.727996826,135818.28125
5268,1,201.07899169,261.294006348,103431.328125
5269,0,137.070156836,145.660003662,256672.71875
5269,1,137.070171011,149.554000854,257746.0625
5270,0,108.021149591,662.655029297,1310000.25
5270,1,108.021147998,658.846984863,1088698.25
5271,0,375.204402048,260.221008301,114769.515625
5271,1,375.204518644,261.294006348,108479.15625
5272,0,127.046271942,520.976013184,469391.84375
5272,1,127.046245117,520.681030273,441499.03125
5273,0,248.1008802,593.500976562,321664.8125
5273,1,248.100860189,597.304016113,331860.65625
5274,0,373.188964584,247.052001953,289288.53125
5274,1,373.188926999,241.753997803,283243.28125
5275,0,201.063609162,623.559997559,213253.046875
5275,1,201.06364166,625.057983398,198490.703125
5276,0,310.127843811,722.275024414,56660.1445312
5276,1,310.12770852,724.130004883,48348.8867188
5277,0,105.065909012,239.110992432,103422.078125
5277,1,105.065927081,237.88999939,87577.5390625
5278,0,173.014717371,457.122009277,2098179.75
5278,1,173.014676548,455.54699707,1890688.875
5279,0,275.824192174,1345.63000488,614407.5
5279,1,275.824198047,1332.41003418,1044020.125
5280,0,209.141538651,268.437988281,92304.1328125
5280,1,209.141589245,262.907012939,112829.859375
5281,0,155.066408742,390.381988525,140926.015625
5281,1,155.066397453,391.363006592,104693.234375
5282,0,143.131059357,158.884002686,30400.0742188
5282,1,143.131037347,154.682006836,23980.7460938
5283,0,372.153256116,490.364990234,212573.359375
5283,1,372.15318757,490.028015137,212607.1875
5284,0,158.057824556,509.662994385,212744.59375
5284,1,158.057906487,513.255981445,218863.78125
5285,0,202.084111579,381.023010254,463765.34375
5285,1,202.084116925,376.79699707,330556.5
5286,0,237.063522456,567.288024902,399509.59375
5286,1,237.063450097,566.031005859,441057.5625
5287,0,235.908929317,1375.05004883,212179.390625
5287,1,235.908865293,1378.79003906,181107.421875
5288,0,213.04589512,294.468994141,462483.09375
5288,1,213.045896796,294.429992676,345075.46875
5289,0,235.908916131,1429.41003418,51027.3476562
5289,1,235.908904611,1433.56005859,46000.6445312
5290,0,277.15226654,410.32598877,155302.03125
5290,1,277.152241234,424.131988525,156202.171875
5291,0,214.125844499,1149.58996582,89509.28125
5291,1,214.125873383,1150.39001465,113779.8125
5292,0,270.067189195,299.618011475,211151.90625
5292,1,270.067219705,298.518005371,189146.6875
5293,0,223.095791469,462.109008789,211098.96875
5293,1,223.095786657,461.74798584,247094.296875
5294,0,166.11866589,694.036987305,5963374.0
5294,1,166.118670556,692.080993652,6666516.5
5295,0,222.100272762,409.089996338,585993.375
5295,1,222.100468304,413.970001221,557598.75
5296,0,178.110593779,378.541992188,489033.96875
5296,1,178.110601211,388.881988525,324203.875
5297,0,276.071930728,470.942993164,275139.875
5297,1,276.071842349,466.731994629,336996.8125
5298,0,333.153279132,434.589996338,302220.3125
5298,1,333.153290543,430.472991943,301993.53125
5299,0,312.132008426,432.106994629,255864.734375
5299,1,312.132090382,434.235992432,252557.5
5300,0,182.09428703,290.37298584,339201.09375
5300,1,182.094330289,293.188995361,323468.21875
5301,0,173.116407513,421.989013672,320037.09375
5301,1,173.116420892,420.17098999,278045.0
5302,0,264.089875414,286.411987305,454593.65625
5302,1,264.08991802,283.929992676,594269.3125
5303,0,372.172025819,834.747009277,157642.578125
5303,1,372.172011095,838.314025879,167895.109375
5304,0,347.267163776,331.648010254,189088.96875
5304,1,347.267156502,328.783996582,248556.875
5305,0,324.084606248,293.227996826,205288.75
5305,1,324.084637465,293.188995361,194540.578125
5306,0,182.077082011,291.983001709,188611.234375
5306,1,182.077122461,293.188995361,167317.90625
5307,0,367.163173596,297.136993408,186733.0
5307,1,367.163130238,295.67199707,196688.96875
5308,0,452.163922638,663.893981934,188103.03125
5308,1,452.163852859,662.565979004,164336.59375
5309,0,373.221261608,310.354003906,90119.5390625
5309,1,373.221156341,305.131011963,76061.6640625
5310,0,250.0562333,444.648010254,359647.4375
5310,1,250.05611973,443.065002441,371139.0
5311,0,163.026886392,513.556030273,400084.625
5311,1,163.026919369,516.968994141,421283.40625
5312,0,359.224532991,295.710998535,187286.640625
5312,1,359.224531897,294.429992676,167918.390625
5313,0,331.235758041,249.533996582,77703.4609375
5313,1,331.235699805,247.074996948,100632.65625
5314,0,349.163568577,299.618011475,399601.9375
5314,1,349.163722425,298.518005371,412534.5625
5315,0,149.051040395,299.618011475,187159.96875
5315,1,149.051065637,299.761993408,161123.578125
5316,0,146.113624017,359.399993896,695028.5625
5316,1,146.113634732,357.239990234,533597.3125
5317,0,385.240488364,295.710998535,67241.1953125
5317,1,385.241017145,297.278015137,71940.3671875
5318,0,672.404970925,269.684997559,186992.78125
5318,1,672.404995107,274.67199707,215498.71875
5319,0,229.114281437,951.42199707,90905.7265625
5319,1,229.11437485,956.952026367,79962.1796875
5320,0,400.15191885,244.410003662,149430.109375
5320,1,400.15211522,245.654998779,130799.40625
5321,0,158.077230438,281.432006836,1138834.0
5321,1,158.077247013,283.929992676,1031302.8125
5322,0,470.082705705,453.384002686,186600.859375
5322,1,470.082686532,453.065002441,251977.984375
5323,0,129.101475676,71.6440963745,266248.15625
5323,1,129.101474446,85.1128005981,591764.875
5324,0,144.093824103,233.800994873,166023.9375
5324,1,144.093882794,235.080993652,146090.390625
5325,0,156.078656226,295.710998535,233720.59375
5325,1,156.07867539,294.429992676,187703.984375
5326,0,418.145115979,315.727996826,725783.4375
5326,1,418.145138317,309.25,698865.3125
5327,0,231.834400431,1426.85998535,397380.53125
5327,1,231.834402105,1427.16003418,428873.4375
5328,0,189.100076981,519.739013672,233538.4375
5328,1,189.100060317,516.968994141,312190.9375
5329,0,162.068000836,419.278991699,396485.125
5329,1,162.06804253,422.890014648,552363.0625
5330,0,416.179467531,464.583007812,186592.375
5330,1,416.179031747,461.74798584,176420.1875
5331,0,130.110647895,307.854003906,78594.0390625
5331,1,130.110604784,305.131011963,81418.625
5332,0,598.209436198,569.776977539,468255.875
5332,1,598.208871478,567.37097168,554747.75
5333,0,277.085110416,595.984985352,396292.03125
5333,1,277.085278255,598.546020508,398231.125
5334,0,242.151784346,260.221008301,396099.53125
5334,1,242.151802351,261.294006348,334923.28125
5335,0,155.058198147,438.406005859,3209163.75
5335,1,155.058202605,434.235992432,2178107.75
5336,0,143.058270641,387.897003174,809681.0625
5336,1,143.058270243,391.363006592,1043707.8125
5337,0,280.167286044,252.384994507,395808.34375
5337,1,280.167324615,253.462997437,383775.25
5338,0,194.115464175,299.618011475,395088.96875
5338,1,194.115412919,298.518005371,453345.09375
5339,0,122.957112595,37.395198822,74480.65625
5339,1,122.957119216,37.5233001709,66263.9453125
5340,0,147.040769937,510.903015137,395058.3125
5340,1,147.040807968,511.838989258,361106.96875
5341,0,360.230194342,235.044006348,177683.921875
5341,1,360.229751413,229.763000488,125794.726562
5342,0,362.061475113,568.531982422,318529.375
5342,1,362.061248603,569.859008789,358954.71875
5343,0,101.058934118,3.19161009789,56529.7304688
5343,1,101.058935572,11.3097000122,64830.8632812
5344,0,216.623529415,769.510986328,103185.820312
5344,1,216.623579896,771.729980469,139395.296875
5345,0,292.045796733,464.583007812,230872.171875
5345,1,292.045872845,468.148010254,330977.125
5346,0,435.122544063,314.477996826,327234.1875
5346,1,435.122509429,308.00100708,419482.875
5347,0,373.163668718,406.430999756,887665.125
5347,1,373.163742574,408.805999756,1192707.125
5348,0,124.035366378,413.032989502,871974.0625
5348,1,124.035444922,416.450012207,900116.0625
5349,0,366.096039124,564.797973633,233121.09375
5349,1,366.095924978,566.031005859,266943.65625
5350,0,215.13498628,476.118011475,140660.0
5350,1,215.135050557,478.506011963,151412.171875
5351,0,293.126174803,291.983001709,184245.4375
5351,1,293.126195205,291.764007568,185536.875
5352,0,238.167985209,817.838012695,62863.9765625
5352,1,238.167984455,821.023010254,58566.7148438
5353,0,217.858655499,194.220001221,80839.6796875
5353,1,217.858678083,190.151992798,120278.148438
5354,0,178.054713677,627.568969727,183855.71875
5354,1,178.054680859,626.302001953,253201.125
5355,0,222.993773541,286.411987305,175416.28125
5355,1,222.993878756,289.092010498,157356.3125
5356,0,228.110977143,379.781005859,682081.375
5356,1,228.110986207,374.131011963,728171.9375
5357,0,334.093262722,270.932006836,186174.234375
5357,1,334.093067759,273.425994873,151786.234375
5358,0,246.050552547,448.381011963,1020614.0
5358,1,246.050484806,448.059997559,1058696.875
5359,0,231.125815246,265.57699585,68406.4921875
5359,1,231.125844325,264.152008057,71583.6328125
5360,0,193.025393401,626.051025391,204613.078125
5360,1,193.025349605,627.585021973,186575.046875
5361,0,178.120498652,272.359985352,95428.765625
5361,1,178.120470038,274.67199707,112110.664062
5362,0,164.089195994,387.897003174,288819.78125
5362,1,164.089195867,383.549987793,153851.703125
5363,0,153.123445066,295.710998535,75328.2890625
5363,1,153.123378742,294.429992676,72933.7890625
5364,0,143.058289382,448.381011963,4565687.0
5364,1,143.058258567,451.785003662,5469587.0
5365,0,690.362714584,263.084991455,232777.21875
5365,1,690.362822199,266.82800293,301541.4375
5366,0,556.263688236,754.835998535,254205.84375
5366,1,556.263713803,759.763977051,270131.1875
5367,0,323.148151629,449.622009277,1015702.375
5367,1,323.148026648,450.542999268,1129824.25
5368,0,180.053460942,394.479003906,163447.453125
5368,1,180.053448766,383.549987793,149652.75
5369,0,489.16237999,416.79800415,346397.78125
5369,1,489.162226461,416.450012207,438276.21875
5370,0,98.0561219372,371.972991943,92045.4375
5370,1,98.0560894043,376.79699707,105186.148438
5371,0,143.094625629,397.333007812,1013227.9375
5371,1,143.094643861,398.299987793,1079292.5
5372,0,299.804239878,7.39108991623,74661.859375
5372,1,299.804301903,7.49729013443,109922.0625
5373,0,193.073775373,467.234008789,930726.3125
5373,1,193.073786375,473.32800293,854512.9375
5374,0,211.024738193,453.384002686,345878.40625
5374,1,211.024725036,451.785003662,423041.78125
5375,0,190.074048695,332.937988281,69942.0625
5375,1,190.073988814,340.233001709,87494.5078125
5376,0,126.10444796,379.781005859,193831.65625
5376,1,126.104454051,374.131011963,102536.328125
5377,0,221.089932637,563.552978516,1002329.75
5377,1,221.089830383,564.783996582,915003.8125
5378,0,498.298277356,208.31300354,204304.171875
5378,1,498.298288759,206.817001343,279339.59375
5379,0,232.10592845,587.219970703,434179.84375
5379,1,232.105863353,589.768005371,567592.3125
5380,0,224.15237357,827.135009766,56069.6171875
5380,1,224.152400151,826.335998535,44557.0078125
5381,0,337.197233342,239.110992432,169108.5
5381,1,337.197623456,249.554992676,98337.7421875
5382,0,277.115862902,595.984985352,1340108.25
5382,1,277.115896039,597.304016113,1099236.5
5383,0,360.200724194,409.089996338,837440.25
5383,1,360.20091181,410.042999268,565808.875
5384,0,241.035150328,464.583007812,288955.375
5384,1,241.035134234,468.148010254,240975.140625
5385,0,260.115945232,395.725006104,544305.875
5385,1,260.115948398,388.881988525,1208522.0
5386,0,209.081798596,1376.30004883,60435.6367188
5386,1,209.081667663,1372.52001953,65551.1328125
5387,0,436.155875104,516.030029297,655388.125
5387,1,436.155838276,514.494995117,517685.4375
5388,0,309.033317038,379.781005859,177431.984375
5388,1,309.033109365,388.881988525,234375.484375
5389,0,253.106574741,438.406005859,232530.25
5389,1,253.106676073,441.785003662,249748.25
5390,0,379.122622669,630.064025879,487810.40625
5390,1,379.122497804,633.818969727,450226.40625
5391,0,233.069923884,542.280029297,341842.25
5391,1,233.069731155,543.234008789,286243.46875
5392,0,284.126946582,409.089996338,704465.4375
5392,1,284.127093559,411.279998779,633073.5625
5393,0,429.236445301,1373.80004883,72198.3671875
5393,1,429.236476967,1373.7800293,91499.4609375
5394,0,172.121208838,350.605987549,3088841.75
5394,1,172.121235955,351.709991455,4582976.0
5395,0,122.957108747,61.1561012268,62541.4609375
5395,1,122.957129562,69.2423019409,62113.3828125
5396,0,429.236375618,1373.80004883,72198.3671875
5396,1,429.236548467,1373.7800293,91499.4609375
5397,0,287.184266526,293.227996826,109044.523438
5397,1,287.184287821,294.429992676,130089.242188
5398,0,793.290301207,604.70098877,972980.6875
5398,1,793.289780735,607.431030273,866551.8125
5399,0,158.105535739,379.781005859,832962.6875
5399,1,158.105546852,378.218994141,479886.5625
5400,0,187.084410128,510.903015137,759651.25
5400,1,187.084398363,513.255981445,657777.0
5401,0,162.052736213,626.051025391,1298840.75
5401,1,162.052785774,626.302001953,1252400.625
5402,0,194.113593299,261.653991699,354153.59375
5402,1,194.113501705,260.04901123,402935.375
5403,0,117.087035595,280.188995361,165341.890625
5403,1,117.087082166,280.018005371,209488.359375
5404,0,424.93593324,1372.54003906,40252.1054688
5404,1,424.93585411,1378.79003906,40498.3203125
5405,0,188.12007505,229.710006714,138015.09375
5405,1,188.120174743,232.597000122,124842.773438
5406,0,401.226561046,300.863006592,165149.734375
5406,1,401.226815821,298.518005371,229563.796875
5407,0,357.262329645,241.75100708,142578.71875
5407,1,357.262646928,241.753997803,106286.695312
5408,0,201.063791031,539.755004883,142553.84375
5408,1,201.063665398,541.991027832,293162.78125
5409,0,197.124424487,287.882995605,252803.6875
5409,1,197.124505505,289.092010498,264552.09375
5410,0,206.116757656,1375.05004883,164431.453125
5410,1,206.116799674,1375.0300293,198544.140625
5411,0,369.163376663,594.742980957,452248.6875
5411,1,369.163668538,596.062011719,446211.46875
5412,0,291.204364612,291.983001709,141960.09375
5412,1,291.204413323,291.764007568,143720.59375
5413,0,264.104243832,1060.63000488,31342.140625
5413,1,264.104316432,1049.9699707,42815.03125
5414,0,251.090436354,427.097991943,164200.625
5414,1,251.090624623,426.739990234,208457.046875
5415,0,95.9204790734,1375.05004883,321553.40625
5415,1,95.9204747045,1360.93005371,517201.6875
5416,0,223.095932595,287.882995605,172711.6875
5416,1,223.095829248,290.335998535,163403.28125
5417,0,309.843722725,1388.98999023,164025.84375
5417,1,309.843680053,1390.18994141,173269.078125
5418,0,215.860529231,1326.61999512,1052493.25
5418,1,215.860534497,1328.45996094,983365.125
5419,0,441.137564648,635.046020508,778699.6875
5419,1,441.137811183,635.062988281,816371.8125
5420,0,248.177500619,235.044006348,163769.671875
5420,1,248.177534801,235.080993652,145684.359375
5421,0,268.094455583,287.882995605,163605.28125
5421,1,268.094579716,287.847991943,149581.109375
5422,0,282.076889859,285.165008545,228318.90625
5422,1,282.076932584,283.929992676,313517.78125
5423,0,296.125859295,237.867996216,163527.828125
5423,1,296.125995169,237.88999939,141292.546875
5424,0,423.272548529,253.628005981,74868.9765625
5424,1,423.273153638,258.804992676,82531.2890625
5425,0,180.114930718,277.70199585,163465.46875
5425,1,180.114967111,281.263000488,155768.046875
5426,0,342.179031786,636.289001465,391856.25
5426,1,342.178835174,635.062988281,418509.3125
5427,0,208.06140592,1308.08996582,140287.140625
5427,1,208.061402309,1308.64001465,133627.890625
5428,0,372.172042818,794.219970703,229685.859375
5428,1,372.172019841,783.53302002,246388.90625
5429,0,273.986857491,1394.07995605,20419.7773438
5429,1,273.986720016,1398.06005859,20544.4394531
5430,0,445.253325999,298.378997803,453606.875
5430,1,445.253500864,298.518005371,542880.375
5431,0,211.030336346,476.118011475,394130.21875
5431,1,211.030386689,478.506011963,381958.65625
5432,0,173.105216138,274.851013184,769334.5625
5432,1,173.105216951,277.529998779,803835.75
5433,0,249.13637589,867.221984863,124974.65625
5433,1,249.136390843,872.398010254,93711.7265625
5434,0,154.062928527,269.684997559,162879.875
5434,1,154.062930448,269.502990723,172335.25
5435,0,229.109972386,361.963012695,265584.53125
5435,1,229.110080244,371.282989502,210480.046875
5436,0,291.264257778,237.867996216,162854.53125
5436,1,291.26438914,237.88999939,130898.546875
5437,0,146.976353724,1429.41003418,31761.7734375
5437,1,146.976352667,1428.43994141,27562.9921875
5438,0,80.0262327438,560.986999512,766053.0
5438,1,80.026217834,566.031005859,569649.5
5439,0,173.006504954,486.476013184,287661.96875
5439,1,173.006518303,487.553009033,268273.875
5440,0,173.124518111,366.930999756,765638.875
5440,1,173.124531621,370.040008545,693198.9375
5441,0,338.337978356,261.653991699,103987.648438
5441,1,338.337928644,250.79699707,90990.2265625
5442,0,366.904105376,1371.25,138792.21875
5442,1,366.904172515,1371.18994141,137362.828125
5443,0,406.925513886,1372.54003906,57161.3984375
5443,1,406.925501441,1376.2800293,59318.296875
5444,0,287.245780817,245.649002075,138700.953125
5444,1,287.24588556,247.074996948,166936.0625
5445,0,805.284708032,627.568969727,138637.65625
5445,1,805.284567448,627.585021973,184165.203125
5446,0,129.057913739,96.7533035278,37929.734375
5446,1,129.057873627,102.125,52493.4804688
5447,0,274.131537322,274.851013184,138605.515625
5447,1,274.131671679,274.67199707,168050.921875
5448,0,175.120836144,463.346008301,252472.34375
5448,1,175.120801824,463.020996094,230674.828125
5449,0,122.957129083,19.2416992188,74273.546875
5449,1,122.95712538,20.5674991608,77727.84375
5450,0,244.077539454,503.147003174,308313.53125
5450,1,244.077448834,504.097991943,303628.34375
5451,0,183.137165442,909.981018066,119146.148438
5451,1,183.137149784,906.166992188,108269.164062
5452,0,178.869464843,1327.88000488,41511.703125
5452,1,178.869510237,1327.20996094,39009.5234375
5453,0,413.189867442,378.541992188,584277.625
5453,1,413.189779539,372.888000488,441940.84375
5454,0,312.934592095,1373.80004883,28950.1953125
5454,1,312.934772554,1381.30004883,37064.2265625
5455,0,161.892180583,5.74210977554,312474.375
5455,1,161.89217199,7.49729013443,372854.1875
5456,0,285.132272823,311.977996826,326759.9375
5456,1,285.132259782,308.00100708,341949.03125
5457,0,292.162753276,653.757995605,129719.039062
5457,1,292.163001554,662.565979004,183144.1875
5458,0,285.162969086,1039.43994141,41096.46875
5458,1,285.1629458,1038.17004395,34890.0976562
5459,0,337.106622659,631.310974121,390231.15625
5459,1,337.106740491,632.572998047,316491.125
5460,0,256.167317457,260.221008301,270903.96875
5460,1,256.167385034,261.294006348,326079.09375
5461,0,210.108449677,299.618011475,301260.8125
5461,1,210.108297228,298.518005371,208662.171875
5462,0,174.072191652,453.384002686,299012.875
5462,1,174.072167179,450.542999268,382784.59375
5463,0,141.079038788,286.411987305,270808.0
5463,1,141.079027892,286.417999268,241678.1875
5464,0,354.203885807,244.410003662,338259.0
5464,1,354.204263688,239.134002686,274230.625
5465,0,143.131074156,181.022994995,40646.9921875
5465,1,143.13111579,183.81300354,43097.3320312
5466,0,407.141728164,514.793029785,312320.15625
5466,1,407.14169805,515.731994629,291439.375
5467,0,230.091983861,1350.65002441,97364.2421875
5467,1,230.091990009,1353.35998535,76180.2421875
5468,0,166.099363135,265.57699585,390127.71875
5468,1,166.09936514,264.152008057,402851.4375
5469,0,238.014850515,720.82598877,18184.4472656
5469,1,238.014459116,720.104980469,28132.1328125
5470,0,225.009523178,379.781005859,170632.0
5470,1,225.009491799,378.218994141,132756.3125
5471,0,317.11115143,1375.05004883,40522.0117188
5471,1,317.111097762,1375.0300293,41479.1054688
5472,0,301.163739695,297.136993408,252145.03125
5472,1,301.163883197,298.518005371,185040.046875
5473,0,80.0625873698,286.411987305,312150.6875
5473,1,80.0626134537,287.847991943,326111.4375
5474,0,331.174448632,476.118011475,268400.9375
5474,1,331.174316053,477.268005371,197621.578125
5475,0,181.095167039,520.976013184,313749.8125
5475,1,181.095153917,519.443969727,344709.40625
5476,0,235.885929316,1313.61999512,17241.2402344
5476,1,235.88604964,1311.20996094,23509.9785156
5477,0,201.048316736,460.834991455,251932.171875
5477,1,201.048309648,464.259002686,257597.0625
5478,0,473.284847059,289.130004883,304313.40625
5478,1,473.284864765,289.092010498,333205.9375
5479,0,527.157666645,482.765991211,268208.96875
5479,1,527.157525444,483.618988037,240142.609375
5480,0,143.027547231,1359.73999023,32682.2148438
5480,1,143.02756894,1364.92004395,43381.5234375
5481,0,420.154525497,282.677001953,163134.8125
5481,1,420.154359201,285.17401123,194996.421875
5482,0,323.838407136,1346.88000488,312062.71875
5482,1,323.838415633,1345.39001465,340257.90625
5483,0,454.170039749,442.165985107,267552.9375
5483,1,454.169614288,443.065002441,230752.5
5484,0,161.084020719,293.227996826,1867037.5
5484,1,161.084031916,291.764007568,1894205.375
5485,0,167.094613395,395.725006104,782993.875
5485,1,167.094649197,390.12298584,1416963.0
5486,0,220.058311224,517.265991211,302289.3125
5486,1,220.058262356,516.968994141,271272.5
5487,0,404.256234772,236.287002563,183889.28125
5487,1,404.256288046,237.88999939,239194.328125
5488,0,121.068920302,958.122009277,193648.96875
5488,1,121.068897787,959.499023438,176500.15625
5489,0,301.074944094,411.614990234,508746.09375
5489,1,301.075128961,412.733001709,422235.03125
5490,0,288.135917233,244.410003662,266026.3125
5490,1,288.136110709,239.134002686,367767.25
5491,0,148.073585752,430.82800293,345130.125
5491,1,148.073560862,429.227996826,294380.40625
5492,0,390.09244762,409.089996338,450224.1875
5492,1,390.092854989,412.733001709,352153.03125
5493,0,262.131548666,297.136993408,301422.9375
5493,1,262.13157881,298.518005371,266016.21875
5494,0,223.084328127,627.568969727,265321.40625
5494,1,223.08445608,627.585021973,265269.90625
5495,0,490.146790264,428.341003418,300698.90625
5495,1,490.146769592,426.739990234,376475.5625
5496,0,112.052392414,293.227996826,87481.2421875
5496,1,112.052416219,293.188995361,98271.6640625
5497,0,196.110081642,286.411987305,206071.515625
5497,1,196.110118416,294.429992676,182691.640625
5498,0,347.267239398,294.468994141,232087.53125
5498,1,347.267050573,285.17401123,218608.140625
5499,0,352.2240904,237.867996216,643934.75
5499,1,352.224375515,237.88999939,679868.0625
5500,0,147.089506041,345.625,884404.75
5500,1,147.089524568,340.233001709,1105303.875
5501,0,112.052387081,433.348999023,814197.5
5501,1,112.052431941,439.302001953,812692.5
5502,0,365.101542653,672.750976562,511638.40625
5502,1,365.101504876,665.047973633,546819.25
5503,0,213.082554449,287.882995605,146903.671875
5503,1,213.082725722,290.335998535,164165.171875
5504,0,100.052458856,519.739013672,641210.375
5504,1,100.052437075,519.443969727,888820.5625
5505,0,129.057865924,29.5209999084,30995.2441406
5505,1,129.057867033,32.4449996948,22403.0058594
5506,0,305.066482541,428.341003418,114488.148438
5506,1,305.066263827,430.472991943,153425.78125
5507,0,180.114966744,250.774993896,461137.21875
5507,1,180.114996147,245.654998779,508860.03125
5508,0,180.155580581,257.727996826,58446.5429688
5508,1,180.155560017,258.804992676,31293.6328125
5509,0,226.095245245,448.381011963,25479008.0
5509,1,226.095211626,451.785003662,25430480.0
5510,0,159.049462005,1201.79003906,30911.3789062
5510,1,159.049494411,1204.82995605,48853.7851562
5511,0,150.025183064,1429.41003418,39983.5820312
5511,1,150.025133275,1436.10998535,36974.4726562
5512,0,420.178067424,307.854003906,90277.71875
5512,1,420.177616877,299.761993408,115498.554688
5513,0,318.110540645,277.70199585,103750.539062
5513,1,318.110490499,277.529998779,126394.898438
5514,0,169.14662292,267.191986084,115499.9375
5514,1,169.146661805,266.82800293,140084.984375
5515,0,150.079307428,37.395198822,44015.78125
5515,1,150.079308459,40.0626983643,54156.1992188
5516,0,325.085711585,459.597991943,142716.78125
5516,1,325.085849077,463.020996094,140715.125
5517,0,257.102726183,732.633972168,274128.8125
5517,1,257.102742063,730.656982422,259843.421875
5518,0,112.046599288,559.742004395,643787.25
5518,1,112.046557159,558.338012695,533006.375
5519,0,159.049399547,1219.72998047,28111.2128906
5519,1,159.049466721,1229.58996582,38736.0820312
5520,0,398.139849281,614.625,283124.0625
5520,1,398.139758295,618.744995117,258748.859375
5521,0,150.079413809,150.81199646,39968.234375
5521,1,150.079354001,147.011993408,36392.84375
5522,0,434.157391779,260.221008301,121161.84375
5522,1,434.157502826,254.705993652,112924.757812
5523,0,440.093781485,655.000976562,109629.773438
5523,1,440.092679116,651.276977539,65718.3046875
5524,0,627.18188562,587.219970703,309766.15625
5524,1,627.182836107,588.528015137,356831.5
5525,0,315.10696336,486.476013184,237335.421875
5525,1,315.107047992,487.553009033,264959.4375
5526,0,120.057506131,697.831970215,3447124.25
5526,1,120.057510256,695.831970215,3430774.5
5527,0,150.051055198,1405.75,45368.2109375
5527,1,150.051024987,1405.92004395,48216.9765625
5528,0,504.171699909,482.765991211,346935.0625
5528,1,504.172500672,483.618988037,368586.09375
5529,0,131.957404738,120.554000854,51418.6132812
5529,1,131.95741041,118.000999451,52077.078125
5530,0,264.147238775,1089.91003418,641240.375
5530,1,264.14724875,1084.51000977,649356.8125
5531,0,209.891610137,1433.61999512,39884.9101562
5531,1,209.891563143,1427.16003418,39745.625
5532,0,158.077276785,472.407012939,235755.046875
5532,1,158.077209184,473.32800293,234844.015625
5533,0,271.214625321,249.533996582,115190.039062
5533,1,271.214727705,250.79699707,133220.21875
5534,0,416.179508673,589.700012207,309406.09375
5534,1,416.179691048,591.008972168,339293.03125
5535,0,158.01919256,553.526977539,207273.90625
5535,1,158.019177714,554.434020996,138456.46875
5536,0,170.998957627,378.541992188,238222.84375
5536,1,170.998963131,365.069000244,207023.203125
5537,0,221.008975919,269.684997559,96041.9921875
5537,1,221.008933486,268.256011963,126052.359375
5538,0,242.175541377,244.410003662,234768.09375
5538,1,242.175655009,248.315002441,199139.921875
5539,0,219.147028037,290.37298584,146804.8125
5539,1,219.147008267,291.764007568,171900.59375
5540,0,525.207780328,512.320007324,234678.3125
5540,1,525.20740008,513.255981445,199460.6875
5541,0,407.734656236,732.633972168,205539.140625
5541,1,407.734433108,731.966003418,163937.171875
5542,0,366.102970951,640.067993164,234014.265625
5542,1,366.1029442,641.314025879,249667.953125
5543,0,179.130925544,1366.06005859,66620.1328125
5543,1,179.130961306,1359.66003418,74764.8359375
5544,0,306.183153819,212.020004272,233770.453125
5544,1,306.183055889,211.757995605,270697.53125
5545,0,301.188916809,293.227996826,120295.421875
5545,1,301.189049559,287.847991943,152117.703125
5546,0,303.522580595,1171.01000977,83089.0390625
5546,1,303.522661207,1168.30004883,83831.3046875
5547,0,100.052437772,642.551025391,205055.71875
5547,1,100.052440692,643.79699707,231991.234375
5548,0,259.027900199,310.354003906,67913.1328125
5548,1,259.027950256,306.381011963,86093.515625
5549,0,341.059529357,459.597991943,233281.09375
5549,1,341.059541876,461.74798584,150671.34375
5550,0,215.860539266,1380.10998535,190537.75
5550,1,215.860556851,1371.18994141,238403.65625
5551,0,279.110557032,299.618011475,348353.75
5551,1,279.110395964,298.518005371,285066.15625
5552,0,144.098061506,336.678985596,119974.164062
5552,1,144.098013613,340.233001709,216996.75
5553,0,286.062030693,411.614990234,572233.5625
5553,1,286.062154446,413.970001221,588246.875
5554,0,346.221664647,564.797973633,232424.9375
5554,1,346.221590201,567.37097168,259676.421875
5555,0,155.066377731,403.934997559,90294.1796875
5555,1,155.066395209,402.209014893,119432.375
5556,0,193.037529509,468.470001221,232094.625
5556,1,193.037444967,469.384002686,221603.140625
5557,0,323.148156042,331.648010254,550157.625
5557,1,323.148057285,321.062011719,514440.0625
5558,0,216.147362559,438.406005859,700108.1875
5558,1,216.14739254,440.541992188,725844.5
5559,0,349.209903731,298.378997803,384712.25
5559,1,349.210064382,297.278015137,413242.90625
5560,0,218.137935405,757.557006836,148335.140625
5560,1,218.137886654,759.763977051,122718.367188
5561,0,242.042620188,585.96697998,391442.21875
5561,1,242.04261645,586.026000977,356873.4375
5562,0,137.083988132,409.089996338,452708.625
5562,1,137.084058617,410.042999268,290735.25
5563,0,329.170903753,212.020004272,74435.9921875
5563,1,329.170620981,210.522003174,82902.015625
5564,0,88.0523412688,94.1549987793,50427.1796875
5564,1,88.0523419874,96.9878005981,56425.65625
5565,0,524.346205414,409.089996338,451496.09375
5565,1,524.346157953,410.042999268,245464.484375
5566,0,363.787184715,605.939025879,1329928.5
