peakset,peakset_prob,file,m/z,rt,intensity,trans,trans_prob,precursor mass,members
785,1.0,0,312.229965737,232.557998657,1170110.875,M+H,0.9990,311.22265,3
785,1.0,1,312.230110386,231.005004883,924865.875,M+H,0.7810,311.22280,3
785,1.0,2,312.230131889,229.643005371,989255.5625,M+H,0.9590,311.22286,2
787,1.0,0,424.208837737,264.330993652,153589.46875,M+K,0.9990,386.25289,2
787,1.0,1,424.209111,262.907012939,190832.15625,M+K,1.0000,386.25288,2
787,1.0,2,424.208905663,260.138000488,223509.703125,M+K,1.0000,386.25296,2
788,1.0,0,386.2528923,258.973999023,463796.1875,M+H,1.0000,386.25289,2
788,1.0,1,386.252881208,264.152008057,431167.03125,M+H,1.0000,386.25288,2
788,1.0,2,386.252956315,257.647003174,532143.9375,M+H,1.0000,386.25296,2
795,1.0,1,342.190539529,411.279998779,189459.65625,M+NH4,1.0000,325.16376,2
796,1.0,1,325.163759072,410.042999268,999074.5625,M+H,1.0000,325.16376,2
797,1.0,0,217.095041866,454.625,217175.4375,M+ACN+H,1.0000,176.06855,2
798,1.0,0,176.068550728,450.864013672,327939.59375,M+H,1.0000,176.06855,2
806,1.0,1,497.225308927,294.429992676,99838.296875,M+K,1.0000,459.26920,2
807,1.0,1,459.269204436,297.278015137,454074.40625,M+H,1.0000,459.26920,2
811,1.0,0,229.167681397,247.052001953,214899.8125,M+NH4,1.0000,212.14119,2
811,1.0,1,229.167771917,245.654998779,194880.25,M+NH4,0.9990,212.14120,2
812,1.0,0,212.141187675,248.292007446,3492815.5,M+H,1.0000,212.14119,2
812,1.0,1,212.141202184,250.79699707,2735272.0,M+H,1.0000,212.14120,2
816,1.0,0,217.095047066,443.407012939,236626.96875,M+ACN+H,0.5380,176.06849,2
816,1.0,2,217.095126448,433.584014893,347807.71875,M+ACN+H,0.8580,176.06841,2
817,1.0,0,176.068487955,438.406005859,949688.25,M+H,1.0000,176.06849,2
817,1.0,2,176.068412485,437.303985596,1337689.375,M+H,1.0000,176.06841,2
818,1.0,2,424.128679487,265.484985352,801620.75,M+K,1.0000,386.17281,2
819,1.0,2,386.172813661,270.834991455,1316680.125,M+H,1.0000,386.17281,2
820,1.0,0,229.106084071,510.903015137,255276.890625,M+2H,1.0000,457.20505,2
821,1.0,0,457.205052691,509.662994385,281753.625,M+H,1.0000,457.20505,2
828,1.0,0,261.13616151,233.800994873,104407.625,M+ACN+H,1.0000,220.10983,2
828,1.0,1,261.136501838,235.080993652,107347.476562,M+ACN+H,1.0000,220.10995,2
829,1.0,0,220.109830609,241.75100708,394779.8125,M+H,1.0000,220.10983,2
829,1.0,1,220.1099489,240.376998901,357628.34375,M+H,1.0000,220.10995,2
830,1.0,0,223.069062188,685.234008789,257115.3125,M+CH3OH+H,1.0000,191.04287,2
830,1.0,1,223.069172377,685.489013672,269939.96875,M+CH3OH+H,1.0000,191.04289,2
830,1.0,2,223.069142795,684.442016602,241045.28125,M+CH3OH+H,1.0000,191.04289,2
831,1.0,0,191.042868949,689.007019043,689331.0,M+H,1.0000,191.04287,2
831,1.0,1,191.042894435,690.471008301,813375.75,M+H,1.0000,191.04289,2
831,1.0,2,191.04289456,688.544006348,801444.0,M+H,1.0000,191.04289,2
834,1.0,2,218.001516277,444.856994629,309290.625,M+K,1.0000,180.04555,2
835,1.0,2,180.045545469,444.856994629,1072808.0,M+H,1.0000,180.04555,2
859,1.0,0,376.135987661,474.881011963,1038763.625,M+Na,1.0000,354.15390,3
859,1.0,1,376.135949469,474.566009521,1042521.4375,M+Na,0.9990,354.15387,3
859,1.0,2,376.136162675,475.279998779,786945.1875,M+Na,0.9990,354.15391,2
860,1.0,0,392.109520239,470.942993164,709218.25,M+K,0.9990,354.15390,3
860,1.0,1,392.109737587,469.384002686,625503.625,M+K,1.0000,354.15387,3
861,1.0,0,354.153899028,472.407012939,8273926.5,M+H,1.0000,354.15390,3
861,1.0,1,354.153866338,474.566009521,8116280.0,M+H,1.0000,354.15387,3
861,1.0,2,354.153909064,474.044006348,6350123.0,M+H,1.0000,354.15391,2
865,1.0,0,398.139849281,614.625,283124.0625,M+NH4,0.9900,381.11429,2
865,1.0,1,398.139758295,618.744995117,258748.859375,M+NH4,0.9980,381.11429,2
866,1.0,0,381.114287318,622.317016602,320324.9375,M+H,1.0000,381.11429,2
866,1.0,1,381.114287673,623.814025879,259469.75,M+H,1.0000,381.11429,2
869,1.0,0,98.0366943328,410.32598877,1038423.9375,M+H+K,0.9990,157.11022,2
869,1.0,1,98.0367853826,412.733001709,1040341.625,M+H+K,0.9990,157.11031,2
869,1.0,2,98.0367860382,415.946014404,782472.4375,M+H+K,1.0000,157.11032,2
870,1.0,0,157.110218929,409.089996338,1192105.875,M+H,1.0000,157.11022,2
870,1.0,1,157.110312279,410.042999268,1219097.25,M+H,1.0000,157.11031,2
870,1.0,2,157.110321389,414.710998535,1312953.875,M+H,1.0000,157.11032,2
876,1.0,0,264.051044261,428.341003418,2338192.0,M+K,1.0000,226.09519,2
876,1.0,2,264.051128883,423.552001953,3279140.25,M+K,1.0000,226.09525,2
877,1.0,0,226.095186615,428.341003418,33222366.0,M+H,1.0000,226.09519,2
877,1.0,2,226.095252591,428.506988525,29288870.0,M+H,1.0000,226.09525,2
886,1.0,0,232.142068675,595.984985352,374534.3125,M+ACN+H,1.0000,191.11566,2
886,1.0,1,232.142137672,597.304016113,366990.3125,M+ACN+H,1.0000,191.11568,2
886,1.0,2,232.142278002,595.606018066,343583.46875,M+ACN+H,1.0000,191.11589,2
887,1.0,0,191.115657434,589.700012207,980392.1875,M+H,1.0000,191.11566,2
887,1.0,1,191.115677727,592.335998535,907869.9375,M+H,1.0000,191.11568,2
887,1.0,2,191.115890133,593.125976562,1345274.5,M+H,1.0000,191.11589,2
888,1.0,0,197.124424487,287.882995605,252803.6875,M+NH4,1.0000,180.09791,2
888,1.0,1,197.124505505,289.092010498,264552.09375,M+NH4,0.9990,180.09791,2
889,1.0,0,180.097908115,293.227996826,492876.8125,M+H,1.0000,180.09791,2
889,1.0,1,180.097905934,291.764007568,568922.4375,M+H,1.0000,180.09791,2
894,1.0,2,438.23863768,229.643005371,102880.734375,M+Na,1.0000,416.25619,2
895,1.0,2,416.256189886,228.399002075,175758.59375,M+H,1.0000,416.25619,2
896,1.0,0,159.100592157,641.309997559,304744.65625,M+CH3OH+H,1.0000,127.07451,2
897,1.0,1,75.0320261447,656.242980957,1132913.625,M+H+Na,0.9670,127.07453,2
898,1.0,0,127.07450979,643.789978027,985787.1875,M+H,1.0000,127.07451,2
898,1.0,1,127.074528173,646.276000977,1649410.25,M+H,1.0000,127.07453,2
913,1.0,0,331.143655494,795.482971191,148385.34375,M+Na,1.0000,309.16178,2
913,1.0,2,331.143843327,798.601989746,175753.25,M+Na,1.0000,309.16176,2
914,1.0,0,309.161780631,798.200012207,2486447.0,M+H,1.0000,309.16178,2
914,1.0,2,309.161759032,797.338989258,2955293.5,M+H,1.0000,309.16176,2
917,1.0,0,827.290272845,687.763000488,330450.40625,M+NH4,1.0000,810.26372,2
918,1.0,0,810.26372047,685.234008789,571131.8125,M+H,1.0000,810.26372,2
927,1.0,0,144.042316516,769.510986328,181212.296875,M+H+K,0.9990,249.12115,2
928,1.0,0,249.121146009,774.757995605,207837.625,M+H,1.0000,249.12115,2
935,1.0,0,238.131652418,297.136993408,675487.9375,M+CH3OH+H,0.6820,206.10550,2
935,1.0,1,238.131642157,295.67199707,581727.875,M+CH3OH+H,0.8770,206.10554,2
936,1.0,0,206.105497944,297.136993408,2759359.25,M+H,1.0000,206.10550,2
936,1.0,1,206.105539563,295.67199707,2230285.5,M+H,1.0000,206.10554,2
943,1.0,1,396.214563197,209.287002563,220853.6875,M+CH3OH+H,1.0000,364.18860,3
943,1.0,2,396.214527675,210.37399292,252515.84375,M+CH3OH+H,0.9980,364.18858,2
944,1.0,1,402.144345413,210.522003174,1295364.875,M+K,0.6580,364.18860,3
945,1.0,1,364.188599273,211.757995605,3498253.0,M+H,1.0000,364.18860,3
945,1.0,2,364.188581403,211.60899353,3662227.25,M+H,1.0000,364.18858,2
946,1.0,2,331.103334524,395.222991943,539886.8125,M+K,0.4480,293.14731,2
947,1.0,2,293.147309224,396.588012695,15414714.0,M+H,1.0000,293.14731,2
948,1.0,1,239.126820721,410.042999268,3350818.75,M+ACN+H,0.6690,198.10045,2
949,1.0,1,198.100452633,400.783996582,4442977.0,M+H,1.0000,198.10045,2
951,1.0,0,201.147650931,828.403991699,168867.109375,M+NH4,0.9980,184.12117,2
951,1.0,1,201.147662703,829.059020996,171932.4375,M+NH4,1.0000,184.12118,2
952,1.0,0,184.121173289,837.513000488,642840.1875,M+H,1.0000,184.12117,2
952,1.0,1,184.121179215,838.314025879,595224.6875,M+H,1.0000,184.12118,2
958,1.0,0,162.072116883,459.597991943,289389.21875,M+NH4,0.9990,145.04561,2
959,1.0,0,145.045610432,468.470001221,502671.5625,M+H,1.0000,145.04561,2
960,1.0,1,339.874662911,1259.54003906,23738.6972656,M+Na,0.8920,316.88569,2
961,1.0,1,317.892966227,1260.82995605,47576.8671875,M+H,0.7820,316.88569,2
965,1.0,1,395.21809908,237.88999939,90626.28125,M+K,1.0000,357.26265,2
966,1.0,1,357.262646928,241.753997803,106286.695312,M+H,1.0000,357.26265,2
967,1.0,1,246.10030907,388.881988525,292393.375,M+ACN+H,1.0000,205.07383,4
968,1.0,1,237.100039774,388.881988525,574554.0625,M+CH3OH+H,1.0000,205.07383,4
969,1.0,1,222.100447829,388.881988525,156756.0,M+NH4,0.7670,205.07383,4
969,1.0,2,222.1004428,395.222991943,196411.671875,M+NH4,0.6380,205.07386,3
970,1.0,2,265.131312294,387.412994385,324083.375,M+IsoProp+H,1.0000,205.07386,3
971,1.0,1,205.073825607,388.881988525,590483.1875,M+H,1.0000,205.07383,4
971,1.0,2,205.073862011,392.744995117,1432312.625,M+H,1.0000,205.07386,3
976,1.0,0,469.283066241,205.735992432,248010.34375,M+ACN+H,1.0000,428.25677,2
977,1.0,0,428.256766218,213.255996704,250527.15625,M+H,1.0000,428.25677,2
983,1.0,0,534.31971302,214.492996216,93239.296875,M+CH3OH+H,0.9980,502.29327,2
983,1.0,2,534.319211807,216.557006836,122369.984375,M+CH3OH+H,0.9980,502.29350,2
984,1.0,0,502.293269996,205.735992432,239002.265625,M+H,1.0000,502.29327,2
984,1.0,2,502.293498307,206.611999512,309408.53125,M+H,1.0000,502.29350,2
988,1.0,1,356.205783701,411.279998779,444480.375,M+2ACN+H,0.5960,274.15268,2
989,1.0,1,274.152680004,411.279998779,1917662.75,M+H,1.0000,274.15268,2
994,1.0,0,258.202291187,223.380996704,110617.625,M+CH3OH+H,1.0000,226.17606,2
994,1.0,1,258.202304253,222.20300293,131537.28125,M+CH3OH+H,1.0000,226.17618,2
995,1.0,0,226.176057286,229.710006714,208250.890625,M+H,1.0000,226.17606,2
995,1.0,1,226.17617745,228.520996094,226892.75,M+H,1.0000,226.17618,2
1008,1.0,0,231.158258283,899.570983887,68943.703125,M+CH3OH+H,1.0000,199.13202,2
1008,1.0,2,231.158157569,901.012023926,123529.882812,M+CH3OH+H,0.9980,199.13201,2
1009,1.0,0,199.132018796,908.711975098,823065.375,M+H,1.0000,199.13202,2
1009,1.0,2,199.132009796,910.12298584,919539.3125,M+H,1.0000,199.13201,2
1029,1.0,0,234.104371783,813.804016113,122158.585938,M+ACN+H,1.0000,193.07742,2
1029,1.0,2,234.104492702,811.50201416,126910.90625,M+ACN+H,0.9960,193.07743,2
1030,1.0,0,193.07741523,816.341003418,135701.46875,M+H,1.0000,193.07742,2
1030,1.0,2,193.077427688,803.875976562,180237.875,M+H,1.0000,193.07743,2
1031,1.0,0,704.176141624,680.219970703,289070.375,M+K,0.9990,666.22147,2
1031,1.0,1,704.175757015,677.664001465,285850.0,M+K,1.0000,666.22142,2
1031,1.0,2,704.17608539,678.146972656,299684.59375,M+K,1.0000,666.22136,2
1032,1.0,0,666.221469721,676.494018555,4032921.75,M+H,1.0000,666.22147,2
1032,1.0,1,666.221419291,680.151000977,3974206.5,M+H,1.0000,666.22142,2
1032,1.0,2,666.221355944,675.663024902,4371653.5,M+H,1.0000,666.22136,2
1034,1.0,2,414.093911481,453.561004639,134176.765625,M+K,1.0000,376.13789,2
1035,1.0,2,376.13789394,451.049987793,1799403.875,M+H,1.0000,376.13789,2
1047,1.0,0,537.191342006,604.70098877,2239996.5,M+Na,1.0000,515.20919,2
1047,1.0,2,537.19207962,606.809997559,1954312.75,M+Na,1.0000,515.20977,2
1048,1.0,0,515.209190895,605.939025879,2411672.0,M+H,1.0000,515.20919,2
1048,1.0,2,515.209771294,605.539001465,2973948.0,M+H,1.0000,515.20977,2
1049,1.0,0,137.061056465,495.514007568,635297.875,M+2Na,1.0000,229.15070,2
1049,1.0,1,137.061060438,495.178985596,633327.625,M+2Na,0.9990,229.15071,2
1049,1.0,2,137.061020191,495.677001953,775710.8125,M+2Na,1.0000,229.15061,2
1050,1.0,0,229.150695758,491.622009277,4318995.5,M+H,1.0000,229.15070,2
1050,1.0,1,229.150709251,491.265991211,3826166.0,M+H,1.0000,229.15071,2
1050,1.0,2,229.150610969,489.283996582,4766642.0,M+H,1.0000,229.15061,2
1054,1.0,2,169.913269309,1370.54003906,123822.007812,M+K,1.0000,131.95740,2
1055,1.0,2,131.957404416,1364.23999023,315853.8125,M+H,1.0000,131.95740,2
1060,1.0,0,183.089528692,297.136993408,232905.4375,M+H+K,1.0000,327.21573,2
1060,1.0,1,183.0895598,294.429992676,208440.25,M+H+K,1.0000,327.21571,2
1061,1.0,0,327.215729629,294.468994141,340838.09375,M+H,1.0000,327.21573,2
1061,1.0,1,327.215706635,294.429992676,292896.40625,M+H,1.0000,327.21571,2
1062,1.0,0,211.105433495,598.468994141,3364737.25,M+CH3OH+H,0.9990,179.07927,2
1062,1.0,1,211.1055196,598.546020508,2766293.75,M+CH3OH+H,1.0000,179.07931,2
1062,1.0,2,211.105641067,596.880004883,2574714.75,M+CH3OH+H,1.0000,179.07944,2
1063,1.0,0,179.07926788,600.95098877,11014748.0,M+H,1.0000,179.07927,2
1063,1.0,1,179.079314949,601.028015137,11670743.0,M+H,1.0000,179.07931,2
1063,1.0,2,179.079441005,601.83001709,12629134.0,M+H,1.0000,179.07944,2
1064,1.0,0,244.178580698,261.653991699,516841.03125,M+2ACN+H,1.0000,162.12556,3
1064,1.0,1,244.178609567,266.82800293,432034.15625,M+2ACN+H,1.0000,162.12558,3
1064,1.0,2,244.178538558,258.893005371,429200.21875,M+2ACN+H,1.0000,162.12556,3
1065,1.0,0,179.152104819,260.221008301,564435.5,M+NH4,1.0000,162.12556,3
1065,1.0,1,179.152106204,261.294006348,360967.3125,M+NH4,1.0000,162.12558,3
1065,1.0,2,179.152107618,258.893005371,548539.5,M+NH4,1.0000,162.12556,3
1066,1.0,0,162.125558143,261.653991699,4091603.0,M+H,1.0000,162.12556,3
1066,1.0,1,162.125578542,261.294006348,3184676.0,M+H,1.0000,162.12558,3
1066,1.0,2,162.125555851,257.647003174,4060107.0,M+H,1.0000,162.12556,3
1075,1.0,0,233.126344836,554.770019531,513670.5625,M+IsoProp+H,1.0000,173.06885,2
1075,1.0,1,233.126390248,551.95300293,378223.78125,M+IsoProp+H,1.0000,173.06881,2
1076,1.0,0,173.068848594,547.239013672,898151.75,M+H,1.0000,173.06885,2
1076,1.0,1,173.06881439,549.435974121,749702.875,M+H,1.0000,173.06881,2
1078,1.0,2,536.188339938,605.539001465,11662314.0,M+Na,0.9990,514.20639,2
1079,1.0,2,514.206385001,605.539001465,15778384.0,M+H,1.0000,514.20639,2
1084,1.0,1,180.082678215,468.148010254,353511.8125,M+NH4,1.0000,163.05613,2
1085,1.0,1,163.056132562,466.731994629,504531.28125,M+H,1.0000,163.05613,2
1090,1.0,1,343.082443637,281.263000488,88049.8828125,M+K,1.0000,305.12632,2
1091,1.0,1,305.126315561,282.687011719,2907569.5,M+H,1.0000,305.12632,2
1092,1.0,0,318.142668689,559.742004395,591742.4375,M+CH3OH+H,1.0000,286.11636,3
1092,1.0,1,318.14260899,559.580993652,484004.125,M+CH3OH+H,1.0000,286.11630,2
1092,1.0,2,318.142703234,558.273010254,586655.0,M+CH3OH+H,1.0000,286.11636,3
1093,1.0,0,308.098512583,554.770019531,126890.507812,M+Na,0.5350,286.11636,3
1094,1.0,2,303.143145163,552.026000977,171433.375,M+NH4,0.4430,286.11636,3
1095,1.0,0,286.116364475,557.252990723,2223136.75,M+H,1.0000,286.11636,3
1095,1.0,1,286.116301122,558.338012695,2010165.0,M+H,1.0000,286.11630,2
1095,1.0,2,286.116360661,554.508972168,1948247.75,M+H,1.0000,286.11636,3
1096,1.0,1,404.190670401,504.097991943,196795.125,M+2ACN+H,1.0000,322.13757,2
1096,1.0,2,404.190780733,499.391998291,236084.0,M+2ACN+H,0.9990,322.13774,2
1097,1.0,1,322.137570681,506.585998535,380150.34375,M+H,1.0000,322.13757,2
1097,1.0,2,322.137742411,505.656005859,350941.15625,M+H,1.0000,322.13774,2
1098,1.0,0,165.063686648,618.593994141,438611.34375,M+CH3OH+H,1.0000,133.03745,3
1098,1.0,1,165.063720509,618.744995117,545665.0625,M+CH3OH+H,1.0000,133.03748,3
1099,1.0,0,193.095004871,621.073974609,380702.21875,M+IsoProp+H,1.0000,133.03745,3
1099,1.0,1,193.094950439,619.984008789,319672.875,M+IsoProp+H,1.0000,133.03748,3
1099,1.0,2,193.095003902,619.213989258,266657.4375,M+IsoProp+H,1.0000,133.03756,2
1100,1.0,0,133.037447831,614.625,1106318.875,M+H,1.0000,133.03745,3
1100,1.0,1,133.037483766,614.851013184,1043406.5,M+H,1.0000,133.03748,3
1100,1.0,2,133.037555989,614.226013184,1142535.25,M+H,1.0000,133.03756,2
1103,1.0,0,301.113849372,500.483001709,3559776.25,M+Na,1.0000,279.13166,3
1103,1.0,1,301.113753316,502.852996826,4015669.5,M+Na,1.0000,279.13166,3
1103,1.0,2,301.113736455,500.632995605,2341074.5,M+Na,1.0000,279.13163,3
1104,1.0,0,317.087797067,499.240997314,764841.75,M+K,1.0000,279.13166,3
1104,1.0,1,317.087839193,501.386993408,969001.0,M+K,1.0000,279.13166,3
1104,1.0,2,317.087696304,500.632995605,1174586.75,M+K,1.0000,279.13163,3
1105,1.0,0,279.131659187,500.483001709,78958160.0,M+H,1.0000,279.13166,3
1105,1.0,1,279.131660358,502.852996826,80594824.0,M+H,1.0000,279.13166,3
1105,1.0,2,279.131629617,500.632995605,72957728.0,M+H,1.0000,279.13163,3
1106,1.0,0,359.173009533,235.044006348,387238.40625,M+ACN+H,1.0000,318.14680,2
1106,1.0,1,359.173086842,237.88999939,379171.0,M+ACN+H,1.0000,318.14685,2
1107,1.0,2,350.173067381,212.845001221,280683.5,M+CH3OH+H,0.5990,318.14685,3
1108,1.0,2,335.172777039,215.320007324,266329.5,M+NH4,1.0000,318.14685,3
1109,1.0,0,318.146796559,230.953994751,711243.375,M+H,1.0000,318.14680,2
1109,1.0,1,318.146845496,229.763000488,752285.0625,M+H,1.0000,318.14685,2
1109,1.0,2,318.146846458,216.557006836,453257.0625,M+H,1.0000,318.14685,3
1110,1.0,0,299.804272678,1330.39001465,216033.625,M+Na,0.9330,277.82226,3
1111,1.0,0,315.778221707,1329.13000488,279396.53125,M+K,1.0000,277.82226,3
1111,1.0,1,315.778248068,1327.20996094,280481.4375,M+K,0.5920,277.82223,2
1112,1.0,0,277.822258103,1331.68005371,350149.53125,M+H,1.0000,277.82226,3
1112,1.0,1,277.82222515,1328.45996094,392795.59375,M+H,1.0000,277.82223,2
1113,1.0,1,397.763176904,1329.7199707,152887.828125,M+Na,0.9990,375.78059,2
1114,1.0,0,413.737363152,1331.68005371,176994.1875,M+K,0.9990,375.78056,2
1114,1.0,2,413.737151442,1332.47998047,348644.8125,M+K,0.6550,375.78056,2
1115,1.0,0,375.78056376,1329.13000488,526398.8125,M+H,1.0000,375.78056,2
1115,1.0,1,375.780592117,1328.45996094,618214.25,M+H,1.0000,375.78059,2
1115,1.0,2,375.780561116,1329.80004883,875000.875,M+H,1.0000,375.78056,2
1116,1.0,0,243.146974806,295.710998535,220403.109375,M+NH4,0.8370,226.12037,3
1116,1.0,1,243.146905604,295.67199707,205547.640625,M+NH4,0.5810,226.12040,3
1117,1.0,0,264.076327635,294.468994141,175109.140625,M+K,1.0000,226.12037,3
1117,1.0,1,264.076287508,294.429992676,200062.703125,M+K,1.0000,226.12040,3
1118,1.0,0,226.120370801,295.710998535,2428154.0,M+H,1.0000,226.12037,3
1118,1.0,1,226.120396594,294.429992676,1629141.375,M+H,1.0000,226.12040,3
1121,1.0,1,185.068815396,388.881988525,1303062.125,M+ACN+H,1.0000,144.04228,2
1121,1.0,2,185.068801628,363.727996826,1031957.375,M+ACN+H,0.6190,144.04225,2
1122,1.0,1,144.042284658,382.308013916,1664397.0,M+H,1.0000,144.04228,2
1122,1.0,2,144.042251137,367.574005127,1465831.5,M+H,1.0000,144.04225,2
1125,1.0,0,259.027900199,310.354003906,67913.1328125,M+K,0.9520,220.06526,2
1126,1.0,0,221.072540445,309.104003906,536099.5,M+H,0.9320,220.06526,2
1128,1.0,0,161.083996819,409.089996338,284083.09375,M+ACN+H,0.9990,120.05748,2
1129,1.0,1,137.08407171,400.783996582,291643.25,M+NH4,1.0000,120.05753,2
1130,1.0,0,120.057479953,407.855010986,391983.625,M+H,1.0000,120.05748,2
1130,1.0,1,120.057532429,402.209014893,568737.1875,M+H,1.0000,120.05753,2
1133,1.0,0,228.147370905,378.541992188,938904.3125,M+ACN+H,0.8620,187.12082,2
1133,1.0,2,228.147361302,392.744995117,636353.375,M+ACN+H,0.7780,187.12085,2
1134,1.0,0,187.120815621,378.541992188,1412644.0,M+H,1.0000,187.12082,2
1134,1.0,2,187.120845818,392.744995117,951452.9375,M+H,1.0000,187.12085,2
1138,1.0,2,386.172830449,257.647003174,1446411.5,M+CH3OH+H,1.0000,354.14667,3
1139,1.0,1,376.12842327,250.79699707,77130.734375,M+Na,1.0000,354.14668,3
1140,1.0,0,392.102365811,248.292007446,316871.34375,M+K,1.0000,354.14664,2
1140,1.0,1,392.102372753,248.315002441,425968.28125,M+K,1.0000,354.14668,3
1140,1.0,2,392.102265438,249.641998291,276251.53125,M+K,0.9990,354.14667,3
1141,1.0,0,354.146644069,248.292007446,10513882.0,M+H,1.0000,354.14664,2
1141,1.0,1,354.146676904,249.554992676,10214071.0,M+H,1.0000,354.14668,3
1141,1.0,2,354.146668973,248.401000977,4608903.0,M+H,1.0000,354.14667,3
1142,1.0,0,255.183216009,270.932006836,329017.375,M+IsoProp+H,1.0000,195.12593,2
1142,1.0,1,255.183233334,272.179992676,297903.25,M+IsoProp+H,1.0000,195.12593,2
1142,1.0,2,255.183274416,267.096984863,219565.109375,M+IsoProp+H,1.0000,195.12594,2
1143,1.0,0,195.125927298,276.096008301,2211512.75,M+H,1.0000,195.12593,2
1143,1.0,1,195.125930822,277.529998779,2303087.0,M+H,1.0000,195.12593,2
1143,1.0,2,195.125942448,270.834991455,1207885.375,M+H,1.0000,195.12594,2
1144,1.0,1,322.214616019,235.080993652,219092.546875,M+CH3OH+H,1.0000,290.18809,2
1144,1.0,2,322.214770661,230.884002686,151406.625,M+CH3OH+H,1.0000,290.18804,3
1145,1.0,2,307.214931504,233.731002808,107572.234375,M+NH4,1.0000,290.18804,3
1146,1.0,1,290.188087595,235.080993652,350170.71875,M+H,1.0000,290.18809,2
1146,1.0,2,290.188037648,240.294998169,360254.78125,M+H,1.0000,290.18804,3
1158,1.0,1,137.084071219,332.713012695,215136.625,M+NH4,0.9990,120.05754,2
1159,1.0,1,120.057535944,337.740997314,810878.6875,M+H,1.0000,120.05754,2
1162,1.0,2,152.950464287,1350.29003906,63240.4101562,M+ACN+H,1.0000,111.92392,2
1163,1.0,2,111.92392432,1349.04003906,209036.875,M+H,1.0000,111.92392,2
1165,1.0,2,274.152582144,336.17300415,364565.15625,M+CH3OH+H,1.0000,242.12658,2
1166,1.0,2,242.126575988,334.932006836,611868.25,M+H,1.0000,242.12658,2
1167,1.0,0,251.151978005,245.649002075,175661.328125,M+ACN+H,1.0000,210.12554,4
1167,1.0,1,251.152055083,245.654998779,147903.328125,M+ACN+H,0.5760,210.12559,2
1167,1.0,2,251.151965672,245.585998535,171530.78125,M+ACN+H,0.9390,210.12556,3
1168,1.0,0,242.15171632,249.533996582,144202.75,M+CH3OH+H,0.7480,210.12554,4
1169,1.0,0,227.152220336,249.533996582,203936.53125,M+NH4,1.0000,210.12554,4
1169,1.0,2,227.152182876,247.160995483,114647.492188,M+NH4,1.0000,210.12556,3
1170,1.0,0,210.125538565,247.052001953,960795.9375,M+H,1.0000,210.12554,4
1170,1.0,1,210.125586518,249.554992676,975373.0,M+H,1.0000,210.12559,2
1170,1.0,2,210.12556027,244.347000122,952374.375,M+H,1.0000,210.12556,3
1174,1.0,0,256.093401117,411.614990234,401934.78125,M+Na,1.0000,234.11143,3
1174,1.0,2,256.093743565,418.42098999,160898.984375,M+Na,0.9990,234.11163,3
1175,1.0,0,272.067058197,413.032989502,364919.71875,M+K,1.0000,234.11143,3
1175,1.0,1,272.06740427,413.970001221,425097.0625,M+K,1.0000,234.11157,2
1175,1.0,2,272.067609235,417.183013916,526008.25,M+K,1.0000,234.11163,3
1176,1.0,0,234.111430498,413.032989502,40185984.0,M+H,1.0000,234.11143,3
1176,1.0,1,234.111573605,416.450012207,40134852.0,M+H,1.0000,234.11157,2
1176,1.0,2,234.111630826,418.42098999,35973260.0,M+H,1.0000,234.11163,3
1178,1.0,0,444.27746698,290.37298584,22936.5332031,M+ACN+H,1.0000,403.25081,2
1179,1.0,0,403.250814891,286.411987305,116925.015625,M+H,1.0000,403.25081,2
1190,1.0,2,391.23573575,216.557006836,43588.9570312,M+NH4,0.7720,373.20189,2
1191,1.0,2,374.209161996,216.557006836,401877.59375,M+H,0.5100,373.20189,2
1195,1.0,0,324.080842741,584.728027344,3422620.25,M+Na,1.0000,302.09883,3
1195,1.0,1,324.080778783,588.528015137,4020930.75,M+Na,1.0000,302.09887,2
1195,1.0,2,324.080964363,588.16998291,2644101.0,M+Na,1.0000,302.09908,2
1196,1.0,0,340.055277205,588.458984375,98811.46875,M+K,0.9990,302.09883,3
1197,1.0,0,302.098833454,588.458984375,4059104.75,M+H,1.0000,302.09883,3
1197,1.0,1,302.098867545,588.528015137,4462678.5,M+H,1.0000,302.09887,2
1197,1.0,2,302.0990834,588.16998291,5196291.0,M+H,1.0000,302.09908,2
1198,1.0,0,213.10002024,287.882995605,524265.875,M+CH3OH+H,1.0000,181.07390,3
1198,1.0,1,213.100038899,287.847991943,468226.46875,M+CH3OH+H,0.8760,181.07391,2
1199,1.0,0,219.029745232,291.983001709,91986.78125,M+K,1.0000,181.07390,3
1200,1.0,0,181.073900185,293.227996826,2037617.25,M+H,1.0000,181.07390,3
1200,1.0,1,181.073913884,291.764007568,1801039.5,M+H,1.0000,181.07391,2
1201,1.0,0,195.089553812,379.781005859,1480526.25,M+ACN+H,1.0000,154.06296,3
1202,1.0,1,236.115948556,391.363006592,168565.171875,M+2ACN+H,0.5710,154.06296,2
1203,1.0,0,171.089494974,379.781005859,525269.25,M+NH4,0.8300,154.06296,3
1204,1.0,0,154.062964114,387.897003174,1530861.625,M+H,1.0000,154.06296,3
1204,1.0,1,154.06295513,391.363006592,1218185.75,M+H,1.0000,154.06296,2
1206,1.0,2,227.115735127,261.567993164,446406.15625,M+CH3OH+H,0.9980,195.08953,2
1207,1.0,2,195.089527337,253.552001953,595993.75,M+H,1.0000,195.08953,2
1210,1.0,0,446.151313824,560.986999512,410973.15625,M+Na,1.0000,424.16918,2
