peakset,peakset_prob,file,m/z,rt,intensity,trans,trans_prob,precursor mass,members
3006,1.0,2,245.16261039,245.585998535,773843.0,M+NH4,0.8980,228.13624,3
3006,1.0,1,245.162640941,245.654998779,741993.625,M+NH4,0.9960,228.13624,4
3007,1.0,2,217.073853876,276.179992676,696957.9375,M+ACN+H,1.0000,176.04731,3
3013,1.0,2,214.131678212,437.303985596,1152951.0,M+NH4,1.0000,197.10514,2
3016,1.0,2,204.089936494,552.026000977,43016828.0,M+H,1.0000,204.08994,3
3016,1.0,1,204.089882465,554.434020996,34549448.0,M+H,1.0000,204.08988,3
3016,1.0,0,204.089906135,553.526977539,36771424.0,M+H,1.0000,204.08991,2
3017,1.0,1,138.104522542,264.152008057,154762.5625,M+CH3OH+H,0.5920,106.07823,2
3020,1.0,0,252.172314133,293.227996826,81135.984375,M+IsoProp+H,1.0000,192.11504,2
3021,1.0,1,126.00821189,554.434020996,2318714.75,M+H,1.0000,126.00821,2
3021,1.0,0,126.008234042,553.526977539,2341086.75,M+H,1.0000,126.00823,3
3027,1.0,0,196.109952166,265.57699585,841692.5,M+H,1.0000,196.10995,3
3027,1.0,1,196.109959445,266.82800293,768263.8125,M+H,1.0000,196.10996,3
3027,1.0,2,196.109945118,262.993988037,392998.09375,M+H,1.0000,196.10995,3
3028,1.0,0,220.02608562,613.388000488,166710.734375,M+H,1.0000,220.02609,2
3030,1.0,2,316.132955316,468.928985596,303155.84375,M+ACN+Na,1.0000,253.12413,5
3030,1.0,1,316.132893464,468.148010254,404083.34375,M+ACN+Na,0.8660,253.12410,5
3032,1.0,2,279.167677652,286.858001709,85116.2265625,M+ACN+H,1.0000,238.14131,3
3032,1.0,1,279.168076357,298.518005371,99631.65625,M+ACN+H,0.9980,238.14136,3
3032,1.0,0,279.167976049,295.710998535,162447.515625,M+ACN+H,1.0000,238.14132,3
3043,1.0,2,161.06882191,549.494018555,2006055.875,M+H,1.0000,161.06882,2
3043,1.0,0,161.068800059,545.999023438,1468150.25,M+H,1.0000,161.06880,2
3043,1.0,1,161.068766167,550.677001953,1281434.75,M+H,1.0000,161.06877,2
3045,1.0,0,235.120761566,250.774993896,254498.453125,M+NH4,1.0000,218.09421,3
3049,1.0,1,215.121494513,280.018005371,132070.515625,M+Na,1.0000,193.13951,4
3049,1.0,0,215.121483899,277.70199585,137298.71875,M+Na,1.0000,193.13950,4
3051,1.0,1,390.240572951,206.817001343,171219.5,M+IsoProp+H,1.0000,330.18300,3
3053,1.0,2,167.91508816,1373.08996582,248999.34375,M+K,1.0000,129.95925,2
3054,1.0,0,646.150887479,457.122009277,119132.851562,M+Na,1.0000,624.16942,2
3059,1.0,1,420.152550536,450.542999268,92773.3359375,M+2ACN+H,1.0000,338.10008,3
3063,1.0,1,148.110015362,272.179992676,110706.640625,M+CH3OH+H,1.0000,116.08372,2
3063,1.0,2,148.109992885,265.484985352,42865.4960938,M+CH3OH+H,0.9980,116.08372,3
3063,1.0,0,148.109989018,272.359985352,136534.828125,M+CH3OH+H,1.0000,116.08371,2
3066,1.0,1,252.208745123,249.554992676,161917.625,M+IsoProp+H,0.8740,191.14417,2
3067,1.0,0,267.110350508,409.089996338,393571.84375,M+CH3OH+H,1.0000,235.08425,4
3073,1.0,0,355.137984935,539.755004883,430779.0,M+2ACN+H,1.0000,273.08474,2
3074,1.0,0,383.230580609,237.867996216,176141.4375,M+NH4,1.0000,366.20430,2
3077,1.0,2,182.105538588,397.82800293,232598.25,M+NH4,0.6340,165.07903,3
3082,1.0,0,354.153915094,448.381011963,3749016.75,M+H,1.0000,354.15392,3
3082,1.0,1,354.153852373,455.54699707,3788032.75,M+H,1.0000,354.15385,2
3085,1.0,2,122.048036844,415.946014404,7185810.0,M+H,1.0000,122.04804,3
3085,1.0,1,122.048016714,412.733001709,11012086.0,M+H,1.0000,122.04802,3
3085,1.0,0,122.047945349,410.32598877,11639933.0,M+H,1.0000,122.04795,3
3088,1.0,1,187.120809448,408.805999756,2160214.25,M+IsoProp+H,1.0000,127.06331,4
3092,1.0,1,356.162479776,235.080993652,752772.8125,M+H,1.0000,356.16248,2
3092,1.0,0,356.162374729,235.044006348,631197.3125,M+H,1.0000,356.16237,2
3092,1.0,2,356.162496606,236.216003418,322338.09375,M+H,1.0000,356.16250,3
3095,1.0,0,158.105486781,407.855010986,259474.25,M+NH4,0.5600,141.07898,2
3099,1.0,1,260.110161557,606.018005371,1336038.875,M+H,1.0000,260.11016,2
3099,1.0,0,260.110045016,605.939025879,1559345.125,M+H,1.0000,260.11005,2
3099,1.0,2,260.110301212,605.539001465,1102037.25,M+H,1.0000,260.11030,2
3104,1.0,0,412.123005194,294.468994141,166346.765625,M+K,0.9990,374.16731,2
3104,1.0,1,412.123621495,294.429992676,188794.0,M+K,0.9990,374.16738,2
3111,1.0,0,143.058244293,519.739013672,721452.125,M+NH4,1.0000,126.03171,2
3115,1.0,1,271.105309155,411.279998779,253519.625,M+CH3OH+H,1.0000,239.07924,2
3118,1.0,0,138.048582939,579.739013672,1166527.75,M+Na,1.0000,116.06659,2
3118,1.0,1,138.04853335,578.562011719,1088516.875,M+Na,1.0000,116.06658,2
3124,1.0,0,171.089398145,420.519989014,879832.625,M+H,1.0000,171.08940,2
3125,1.0,2,208.121207361,413.476013184,244023.84375,M+ACN+H,0.6480,167.09467,3
3129,1.0,2,157.110309007,494.438995361,1557803.75,M+H,1.0000,157.11031,2
3131,1.0,2,189.10002957,363.727996826,3489216.25,M+CH3OH+H,0.9980,157.07391,2
3132,1.0,0,381.200058405,411.614990234,137924.40625,M+IsoProp+H,1.0000,321.14222,2
3140,1.0,1,205.073886465,416.450012207,1587183.25,M+H,1.0000,204.06661,3
3153,1.0,1,277.071517505,257.558990479,1006219.3125,M+H,0.7510,276.06424,2
3153,1.0,0,277.07154566,256.117004395,1072232.5,M+H,0.5970,276.06427,2
3154,1.0,1,373.221156341,305.131011963,76061.6640625,M+IsoProp+H,0.9980,313.16377,4
3157,1.0,0,161.06880118,486.476013184,1042531.375,M+CH3OH+H,1.0000,129.04262,7
3157,1.0,1,161.068813896,486.091003418,891587.75,M+CH3OH+H,1.0000,129.04264,6
3161,1.0,2,269.162488961,243.10899353,100388.664062,M+IsoProp+H,0.5740,209.10518,4
3162,1.0,1,158.10554452,390.12298584,856794.1875,M+ACN+H,1.0000,117.07896,2
3164,1.0,1,287.092016556,266.82800293,34513.9570312,M+K,1.0000,249.13636,3
3168,1.0,0,354.146644069,248.292007446,10513882.0,M+H,1.0000,354.14664,2
3168,1.0,2,354.146668973,248.401000977,4608903.0,M+H,1.0000,354.14667,3
3168,1.0,1,354.146676904,249.554992676,10214071.0,M+H,1.0000,354.14668,3
3179,1.0,1,202.120530504,289.092010498,211011.484375,M+H,1.0000,202.12053,3
3179,1.0,0,202.120475042,289.130004883,225746.3125,M+H,1.0000,202.12048,4
3181,1.0,0,264.051181217,457.122009277,1836922.25,M+K,0.8960,225.08801,2
3183,1.0,2,414.180488783,205.37600708,313102.125,M+K,1.0000,375.21756,2
3185,1.0,1,175.0997615,287.847991943,178611.609375,M+CH3OH+H,0.7750,143.07353,2
3185,1.0,0,175.099693217,286.411987305,170352.671875,M+CH3OH+H,0.8870,143.07351,2
3188,1.0,0,213.172935436,247.052001953,32048.2929688,M+NH4,1.0000,196.14627,2
3192,1.0,0,126.031684851,378.541992188,1015541.1875,M+H,1.0000,125.02442,3
3196,1.0,1,266.066774553,302.628997803,226958.640625,M+K,1.0000,228.11099,2
3196,1.0,0,266.066796137,306.231994629,208394.640625,M+K,1.0000,228.11099,2
3196,1.0,2,266.066811836,295.936004639,154102.109375,M+K,1.0000,228.11098,2
3198,1.0,1,174.079299226,402.209014893,161532.75,M+ACN+H,0.9990,133.05273,2
3199,1.0,2,443.238188618,293.446990967,160711.03125,M+H,1.0000,443.23819,2
3208,1.0,1,105.078991842,885.327026367,35806.1054688,M+H+NH4,0.9990,192.12423,2
3210,1.0,0,265.167631061,252.384994507,100967.570312,M+NH4,0.7290,248.14108,2
3216,1.0,1,96.0211453107,662.565979004,4411247.5,M+H,1.0000,95.01387,2
3225,1.0,1,167.055590236,283.929992676,54665.7734375,M+Na,1.0000,145.07390,3
3226,1.0,1,173.888677911,1375.0300293,53450.9492188,M+H,1.0000,173.88868,2
3227,1.0,2,690.20958099,679.388977051,401546.75,M+Na,0.9990,668.22725,2
3228,1.0,0,189.111301104,595.984985352,415494.4375,M+CH3OH+H,0.9990,157.08515,2
3228,1.0,2,189.111423488,593.125976562,627324.9375,M+CH3OH+H,1.0000,157.08526,2
3228,1.0,1,189.111314379,597.304016113,586352.375,M+CH3OH+H,1.0000,157.08514,2
3229,1.0,0,108.040450738,420.519989014,2170904.25,M+H,1.0000,108.04045,2
3229,1.0,1,108.040482849,421.412994385,1825402.75,M+H,1.0000,108.04048,2
3229,1.0,2,108.040512874,426.028991699,2411674.0,M+H,1.0000,108.04051,2
3231,1.0,1,392.19627968,219.503997803,197300.21875,M+K,1.0000,354.24053,2
3233,1.0,2,412.172922051,293.446990967,237691.734375,M+K,1.0000,374.21635,2
3233,1.0,0,412.173294841,300.863006592,299753.5,M+K,0.9990,374.21640,3
3233,1.0,1,412.172849668,299.761993408,346969.0,M+K,0.4510,374.21648,2
3236,1.0,2,178.110568816,363.727996826,458627.21875,M+NH4,0.9970,161.08403,2
3241,1.0,2,157.073912934,472.808013916,2078415.0,M+H,1.0000,157.07391,2
3241,1.0,1,157.073902268,472.091003418,2731082.0,M+H,1.0000,157.07390,2
3242,1.0,1,374.216477067,298.518005371,1029803.1875,M+H,1.0000,374.21648,2
3242,1.0,2,374.216348399,286.858001709,720354.75,M+H,1.0000,374.21635,2
3242,1.0,0,374.216396443,299.618011475,863940.8125,M+H,1.0000,374.21640,3
3245,1.0,2,434.170481372,211.60899353,173086.6875,M+CH3OH+H,1.0000,401.13709,4
3251,1.0,2,528.290697498,286.858001709,51643.6054688,M+2ACN+H,1.0000,446.23753,3
3257,1.0,0,307.193362734,726.070983887,90425.671875,M+DMSO+H,1.0000,229.17899,2
3261,1.0,1,129.090242498,810.633972168,474248.0625,M+H,1.0000,129.09024,2
3264,1.0,1,290.05124153,746.119018555,54284.5625,M+Na,1.0000,268.06936,2
3270,1.0,0,261.880787289,829.67401123,92876.921875,M+H,1.0000,261.88079,2
3270,1.0,1,261.880910687,830.33001709,76157.578125,M+H,1.0000,261.88091,2
3270,1.0,2,261.880744651,829.695007324,86321.609375,M+H,1.0000,261.88074,2
3274,1.0,0,292.055661498,370.654998779,296487.15625,M+Na,0.9590,269.06653,2
3276,1.0,0,167.058211108,671.331970215,544004.375,M+ACN+H,1.0000,126.03167,2
3276,1.0,1,167.058181811,668.90802002,613100.125,M+ACN+H,1.0000,126.03165,2
3280,1.0,1,376.185108368,303.881011963,119487.414062,M+ACN+H,0.9990,335.15794,2
3281,1.0,1,189.100052213,594.820983887,354211.71875,M+IsoProp+H,1.0000,129.04266,2
3281,1.0,0,189.10004509,590.942016602,401401.65625,M+IsoProp+H,1.0000,129.04260,2
3283,1.0,2,256.178372088,329.790008545,139720.140625,M+2ACN+H,0.5820,174.12555,2
3287,1.0,2,414.144342085,212.845001221,387738.21875,M+K,1.0000,376.18849,3
3287,1.0,1,414.144580146,216.848007202,199045.09375,M+K,0.9990,376.18850,3
3293,1.0,2,276.087535283,164.190994263,110805.898438,M+K,1.0000,238.13153,2
3295,1.0,1,285.168743573,412.733001709,185183.953125,M+IsoProp+H,1.0000,225.11125,4
3295,1.0,0,285.168328204,415.511993408,157356.953125,M+IsoProp+H,1.0000,225.11112,4
3296,1.0,1,219.147008267,291.764007568,171900.59375,M+NH4,0.7570,202.12053,3
3296,1.0,0,219.147028037,290.37298584,146804.8125,M+NH4,0.8740,202.12048,4
3297,1.0,2,376.05610818,345.179992676,107441.53125,M+K,1.0000,338.10026,2
3298,1.0,2,184.121238132,412.239013672,175085.4375,M+NH4,1.0000,167.09467,3
3300,1.0,0,301.113849372,500.483001709,3559776.25,M+Na,1.0000,279.13166,3
3300,1.0,1,301.113753316,502.852996826,4015669.5,M+Na,1.0000,279.13166,3
3300,1.0,2,301.113736455,500.632995605,2341074.5,M+Na,1.0000,279.13163,3
3305,1.0,0,215.07940373,592.257995605,444143.46875,M+H,1.0000,215.07940,2
3308,1.0,2,223.069142795,684.442016602,241045.28125,M+CH3OH+H,1.0000,191.04289,2
3308,1.0,0,223.069062188,685.234008789,257115.3125,M+CH3OH+H,1.0000,191.04287,2
3308,1.0,1,223.069172377,685.489013672,269939.96875,M+CH3OH+H,1.0000,191.04289,2
3315,1.0,0,187.060957231,500.483001709,238261.328125,M+Na,1.0000,165.07903,2
3317,1.0,2,444.251189178,214.080993652,441545.59375,M+CH3OH+H,1.0000,412.22500,2
3327,1.0,0,126.10444796,379.781005859,193831.65625,M+H,1.0000,126.10445,2
3328,1.0,0,344.029715065,261.653991699,127885.507812,M+K,1.0000,306.07402,2
3329,1.0,0,340.055277205,588.458984375,98811.46875,M+K,0.9990,302.09883,3
3334,1.0,1,373.163749919,294.429992676,8121081.0,M+H,1.0000,373.16375,3
3334,1.0,0,373.16369563,294.468994141,8362599.0,M+H,1.0000,373.16370,3
3334,1.0,2,373.163715557,284.007995605,4304007.0,M+H,1.0000,373.16372,2
3335,1.0,0,249.98676962,1375.05004883,51961.0195312,M+NH4,1.0000,232.96034,3
3335,1.0,2,249.986735919,1375.58996582,44638.4023438,M+NH4,1.0000,232.96027,2
3335,1.0,1,249.986689737,1373.7800293,44783.5625,M+NH4,1.0000,232.96026,3
3336,1.0,2,276.087507975,127.625,117058.5,M+K,1.0000,238.13149,3
3338,1.0,1,330.140280165,791.127990723,905879.5625,M+Na,1.0000,308.15822,3
3338,1.0,0,330.140239323,798.200012207,1089658.625,M+Na,1.0000,308.15818,3
3338,1.0,2,330.140257173,792.255004883,1307708.875,M+Na,1.0000,308.15820,3
3341,1.0,0,224.104741093,244.410003662,172015.453125,M+H,1.0000,224.10474,2
3342,1.0,1,182.094302133,268.256011963,392713.09375,M+H,1.0000,182.09430,2
3342,1.0,0,182.094308284,268.437988281,403596.875,M+H,1.0000,182.09431,2
3342,1.0,2,182.094320404,262.993988037,275966.875,M+H,1.0000,182.09432,2
3350,1.0,1,155.069501539,621.223999023,116614368.0,M+H,1.0000,155.06950,3
3350,1.0,0,155.069483478,621.073974609,110043960.0,M+H,1.0000,155.06948,3
3350,1.0,2,155.069539287,620.45300293,125834912.0,M+H,1.0000,155.06954,3
3357,1.0,1,240.05107831,418.930999756,276128.09375,M+ACN+Na,1.0000,177.04257,3
3359,1.0,2,170.10552014,509.638000488,783049.4375,M+IsoProp+H,1.0000,110.04804,2
3360,1.0,0,361.246336263,277.70199585,136601.59375,M+IsoProp+H,0.9990,301.18898,2
3362,1.0,0,369.163376663,594.742980957,452248.6875,M+IsoProp+H,1.0000,309.10599,2
3362,1.0,2,369.163789915,586.932006836,452973.0625,M+IsoProp+H,1.0000,309.10620,2
3362,1.0,1,369.163668538,596.062011719,446211.46875,M+IsoProp+H,1.0000,309.10607,2
3367,1.0,0,180.155580581,257.727996826,58446.5429688,M+NH4,1.0000,163.12900,2
3367,1.0,1,180.155560017,258.804992676,31293.6328125,M+NH4,1.0000,163.12897,3
3384,1.0,1,369.251333045,240.376998901,96052.296875,M+NH4,1.0000,352.22438,2
3390,1.0,0,298.141654972,232.557998657,92966.3515625,M+IsoProp+H,0.7450,238.08386,2
3391,1.0,0,352.225414373,218.244995117,99076.0703125,M+CH3OH+H,1.0000,320.19877,2
3392,1.0,0,209.162691456,359.399993896,676767.6875,M+NH4,1.0000,192.13619,2
3393,1.0,1,269.066341109,247.074996948,79511.09375,M+K,1.0000,231.11065,2
3396,1.0,2,219.10081329,413.476013184,268292.5,M+ACN+H,1.0000,178.07415,2
3399,1.0,0,224.11596285,617.354980469,1633917.125,M+H,1.0000,224.11596,2
3404,1.0,0,229.077274397,286.411987305,132727.25,M+DMSO+H,1.0000,151.06332,3
3405,1.0,0,451.183450066,304.980987549,87182.53125,M+K,0.9990,413.22721,2
3411,1.0,2,238.131671686,412.239013672,1037399.5625,M+ACN+H,0.7880,197.10524,5
3411,1.0,1,238.131601876,407.562011719,1376218.375,M+ACN+H,0.8720,197.10521,4
3411,1.0,0,238.131567494,406.430999756,1182195.5,M+ACN+H,1.0000,197.10509,4
3412,1.0,1,195.050312165,451.785003662,261601.71875,M+Na,0.9640,173.06883,5
3414,1.0,0,161.051012211,277.70199585,5840093.5,M+H,1.0000,161.05101,2
3414,1.0,1,161.05100726,278.774993896,5076107.0,M+H,1.0000,161.05101,2
3422,1.0,0,284.173298377,624.804992676,150770.078125,M+IsoProp+H,1.0000,224.11596,2
3423,1.0,2,256.17842028,315.694000244,94480.1015625,M+2ACN+H,1.0000,174.12559,2
3425,1.0,1,154.074151481,421.412994385,679751.0625,M+ACN+H,0.9970,113.04772,2
3426,1.0,2,259.107035384,605.539001465,13701676.0,M+H,1.0000,259.10704,2
3426,1.0,0,259.106788348,605.939025879,13904277.0,M+H,1.0000,259.10679,2
3426,1.0,1,259.106806753,606.018005371,15144891.0,M+H,1.0000,259.10681,2
3428,1.0,1,217.036583271,443.065002441,102372.914062,M+K,1.0000,179.08051,2
3430,1.0,0,377.080395541,473.644989014,65024.4101562,M+Na,1.0000,355.09846,2
3432,1.0,2,149.067065197,424.789001465,626188.875,M+ACN+H,1.0000,108.04051,2
3432,1.0,1,149.067005428,422.890014648,679338.1875,M+ACN+H,1.0000,108.04048,2
3432,1.0,0,149.066990264,420.519989014,828522.0625,M+ACN+H,1.0000,108.04045,2
3435,1.0,2,218.126847901,612.989013672,267306.125,M+ACN+H,0.9960,176.09292,2
3435,1.0,1,218.126696884,613.614013672,281280.0,M+ACN+H,0.9990,176.09287,2
3436,1.0,2,190.084122832,270.834991455,165934.875,M+CH3OH+H,0.9990,158.05790,3
3440,1.0,1,133.05273225,411.279998779,181457.515625,M+H,1.0000,133.05273,2
3447,1.0,2,115.063323761,433.584014893,7183918.5,M+H,1.0000,115.06332,2
3455,1.0,2,280.142254538,414.710998535,617400.25,M+ACN+H,1.0000,239.11562,2
3456,1.0,2,238.13149617,138.005004883,234064.703125,M+H,1.0000,238.13150,2
3459,1.0,1,418.242586502,297.278015137,236530.671875,M+CH3OH+H,1.0000,386.21632,3
3460,1.0,1,268.107377701,260.04901123,118867.539062,M+Na,0.9990,246.12546,3
3464,1.0,1,318.14266412,544.473999023,377196.5625,M+ACN+H,1.0000,277.11595,4
3467,1.0,2,394.194783504,915.372009277,61180.2148438,M+CH3OH+H,0.9990,362.16831,2
3469,1.0,0,385.137297542,210.783996582,200873.46875,M+K,0.9990,347.18149,2
3469,1.0,1,385.136876552,211.757995605,257805.203125,M+K,1.0000,347.18132,3
3469,1.0,2,385.137230979,211.60899353,516232.3125,M+K,1.0000,347.18134,3
3472,1.0,1,96.0211340916,466.731994629,1204102.125,M+H,1.0000,96.02113,2
3472,1.0,2,96.0211533596,468.928985596,1225973.625,M+H,1.0000,96.02115,2
3476,1.0,1,516.172407034,463.020996094,225162.125,M+K,0.9990,478.21606,2
3478,1.0,0,258.84590731,1386.43005371,45732.2460938,M+K,1.0000,220.89009,2
3480,1.0,2,341.158488481,437.303985596,263659.9375,M+NH4,0.9990,324.13226,2
3482,1.0,0,243.051024338,473.644989014,169206.359375,M+K,1.0000,205.09506,3
3486,1.0,2,416.159978542,209.139007568,2748005.75,M+H,1.0000,416.15998,2
3487,1.0,1,209.089910564,551.95300293,1421326.125,M+H,1.0000,209.08991,2
3487,1.0,0,209.089987667,547.239013672,1365350.0,M+H,1.0000,209.08999,2
3487,1.0,2,209.089958452,547.018005371,1349791.375,M+H,1.0000,209.08996,2
3490,1.0,0,301.802506452,1330.39001465,29389.0429688,M+Na,1.0000,279.82032,3
3491,1.0,0,336.157159238,222.13999939,337599.65625,M+CH3OH+H,1.0000,304.13116,2
3494,1.0,2,241.115975257,550.732971191,885651.375,M+CH3OH+H,1.0000,209.08996,2
3494,1.0,0,241.116004661,552.286987305,691923.375,M+CH3OH+H,1.0000,209.08999,2
3494,1.0,1,241.115922168,550.677001953,770537.5,M+CH3OH+H,1.0000,209.08991,2
3495,1.0,1,224.116024646,298.518005371,311235.46875,M+NH4,1.0000,207.08953,3
3499,1.0,1,339.20487819,229.763000488,90760.9765625,M+CH3OH+H,1.0000,307.17840,3
3503,1.0,0,374.180405581,503.147003174,168454.1875,M+IsoProp+H,1.0000,314.12256,2
3504,1.0,2,235.084483285,467.691986084,348778.65625,M+H,1.0000,235.08448,2
3505,1.0,1,150.08931251,355.628997803,469700.6875,M+H,1.0000,149.08204,2
3509,1.0,2,184.121123166,281.522003174,148888.515625,M+H,0.8920,183.11385,2
3511,1.0,2,345.157586294,248.401000977,125688.0,M+ACN+H,1.0000,304.13112,2
3512,1.0,0,162.104313085,243.171005249,78591.171875,M+IsoProp+H,1.0000,102.04692,2
3514,1.0,2,244.069450756,498.153015137,3108561.75,M+H,1.0000,244.06945,2
3514,1.0,1,244.069552007,500.145996094,3017694.5,M+H,1.0000,244.06955,2
3514,1.0,0,244.069519548,499.240997314,2684714.25,M+H,1.0000,244.06952,2
3516,1.0,2,257.162638327,240.294998169,110265.578125,M+ACN+H,0.5320,216.13621,3
3522,1.0,1,217.095034364,493.941009521,1024492.0,M+ACN+2H,1.0000,392.15565,2
3522,1.0,0,217.095017278,489.127990723,922277.5,M+ACN+2H,0.9990,392.15560,2
3522,1.0,2,217.094917443,489.283996582,1012294.125,M+ACN+2H,1.0000,392.15550,2
3523,1.0,0,268.105776392,484.00201416,375634.5625,M+NH4,1.0000,251.07938,2
3531,1.0,0,101.047675942,673.992004395,479028.15625,M+NH4,1.0000,84.02110,2
3537,1.0,1,343.163116814,410.042999268,159720.25,M+CH3OH+H,1.0000,311.13687,2
3546,1.0,0,211.105433495,598.468994141,3364737.25,M+CH3OH+H,0.9990,179.07927,2
3546,1.0,1,211.1055196,598.546020508,2766293.75,M+CH3OH+H,1.0000,179.07931,2
3546,1.0,2,211.105641067,596.880004883,2574714.75,M+CH3OH+H,1.0000,179.07944,2
3551,1.0,1,249.051372609,436.819000244,1003032.625,M+K,1.0000,211.09569,2
3551,1.0,0,249.051413909,437.165008545,749508.375,M+K,1.0000,211.09564,3
3551,1.0,2,249.051318388,438.544006348,1748002.0,M+K,1.0000,211.09556,4
3553,1.0,1,263.082663565,277.529998779,1449220.75,M+H,1.0000,263.08266,2
3553,1.0,0,263.08259744,274.851013184,1535043.75,M+H,1.0000,263.08260,2
3553,1.0,2,263.08266032,269.589996338,888980.8125,M+H,1.0000,263.08266,2
3555,1.0,2,426.188188364,284.007995605,215696.703125,M+K,0.8240,388.23202,3
3555,1.0,1,426.188089901,297.278015137,196617.546875,M+K,1.0000,388.23216,3
3555,1.0,0,426.187938863,297.136993408,176215.328125,M+K,0.9060,388.23207,3
3563,1.0,1,361.225208303,235.080993652,160133.21875,M+ACN+H,1.0000,320.19876,2
3565,1.0,2,152.066682021,362.489990234,296023.25,M+H,1.0000,152.06668,2
3567,1.0,1,137.061060438,495.178985596,633327.625,M+2Na,1.0000,229.15071,2
3567,1.0,0,137.061056465,495.514007568,635297.875,M+2Na,1.0000,229.15070,2
3567,1.0,2,137.061020191,495.677001953,775710.8125,M+2Na,0.9990,229.15061,2
3573,1.0,2,152.06671213,393.984008789,187679.28125,M+ACN+H,0.8390,111.04014,2
3578,1.0,2,162.0527924,558.273010254,1007243.375,M+H,0.9100,161.04552,2
3579,1.0,1,399.152749996,211.757995605,406472.40625,M+K,1.0000,361.19689,2
3579,1.0,0,399.152816493,210.783996582,294041.09375,M+K,0.8310,361.19714,2
3579,1.0,2,399.152826155,210.37399292,557662.625,M+K,1.0000,361.19697,3
3581,1.0,2,189.100064203,305.37701416,4529382.5,M+H,1.0000,189.10006,2
3582,1.0,2,185.06884162,414.710998535,1056619.0,M+ACN+H,0.9870,144.04230,3
3583,1.0,1,143.035738523,1360.93005371,13716.0361328,M+ACN+2H,0.9820,244.03705,2
3588,1.0,1,539.307712199,297.278015137,182855.875,M+2ACN+H,1.0000,457.25344,2
3589,1.0,2,116.047362324,415.946014404,1796160.125,M+H+Na,1.0000,209.10519,2
3592,1.0,0,263.088079943,481.308013916,836723.4375,M+Na,1.0000,241.10613,3
3592,1.0,2,263.088010185,480.404998779,734750.1875,M+Na,0.9990,241.10608,3
3592,1.0,1,263.088200417,480.977996826,809728.1875,M+Na,1.0000,241.10613,3
3594,1.0,1,96.0211329958,514.494995117,460082.15625,M+H+K,1.0000,153.07897,2
3600,1.0,2,204.099797254,257.647003174,179114.9375,M+CH3OH+H,0.8140,172.07358,3
3600,1.0,0,204.099791357,260.221008301,215194.734375,M+CH3OH+H,1.0000,172.07360,2
3600,1.0,1,204.099871437,261.294006348,223138.90625,M+CH3OH+H,1.0000,172.07360,3
3601,1.0,1,161.068769239,455.54699707,3858144.25,M+H,1.0000,160.06143,3
3604,1.0,0,371.215758233,248.292007446,97680.984375,M+K,1.0000,333.25965,2
3606,1.0,0,324.018325252,364.447998047,88500.6640625,M+K,1.0000,286.06217,2
3624,1.0,2,539.306856252,286.858001709,174838.421875,M+2ACN+H,0.9980,456.24617,3
3625,1.0,1,129.090251123,850.015014648,331115.03125,M+H,1.0000,128.08297,2
3629,1.0,1,238.000592882,463.020996094,149372.890625,M+K,1.0000,200.04492,3
3631,1.0,1,317.158842843,487.553009033,310049.28125,M+IsoProp+H,1.0000,257.10115,3
3631,1.0,2,317.158736346,491.960998535,265370.0,M+IsoProp+H,0.8980,257.10103,4
3637,1.0,1,226.156789151,250.79699707,346046.5,M+H,0.6550,225.14957,3
3637,1.0,0,226.156766243,250.774993896,375120.65625,M+H,0.7080,225.14953,3
3639,1.0,0,648.211313761,678.976989746,1740094.125,M+H,1.0000,648.21131,2
3639,1.0,2,648.211408732,678.146972656,1992306.875,M+H,1.0000,648.21141,2
3642,1.0,2,616.098383441,1371.82995605,96638.3828125,M+K,0.9990,578.14278,2
3642,1.0,0,616.098554835,1372.54003906,66108.578125,M+K,0.6060,578.14295,2
3643,1.0,2,151.120856695,311.963012695,547530.75,M+NH4,1.0000,134.09428,2
3643,1.0,0,151.120813548,297.136993408,121655.148438,M+NH4,1.0000,134.09422,2
3649,1.0,2,170.02144771,684.442016602,103079.9375,M+CH3OH+H,1.0000,137.99531,2
3655,1.0,2,214.095376629,327.308013916,249306.046875,M+NH4,0.5030,196.06159,2
3661,1.0,2,412.228030261,237.809997559,95299.203125,M+DMSO+H,1.0000,334.21409,2
3664,1.0,1,177.10007941,550.677001953,74656.1953125,M+CH3OH+H,0.5830,145.07390,2
3665,1.0,1,121.052757841,411.279998779,292425.0625,M+ACN+H,0.7760,80.02621,2
3665,1.0,2,121.05274967,414.710998535,404038.71875,M+ACN+H,0.7510,80.02621,2
3665,1.0,0,121.052681021,409.089996338,428888.09375,M+ACN+H,0.7250,80.02615,2
3667,1.0,0,256.847617464,1385.17004395,54430.6132812,M+K,1.0000,218.89183,2
3672,1.0,0,323.088227387,310.354003906,87851.1015625,M+K,1.0000,285.13227,2
3673,1.0,2,416.160044063,223.119003296,1781449.25,M+K,1.0000,378.20424,3
3673,1.0,1,416.159970998,224.684997559,1123021.0,M+K,1.0000,378.20416,3
3678,1.0,2,164.095016205,393.984008789,163805.375,M+ACN+H,0.7460,123.06848,3
3680,1.0,1,237.100084736,412.733001709,782054.5625,M+CH3OH+H,0.3460,204.06662,4
3681,1.0,0,287.245758876,245.649002075,138700.953125,M+NH4,0.5070,270.21919,2
3687,1.0,0,392.155597207,494.274993896,3299176.5,M+H,1.0000,392.15560,2
3687,1.0,2,392.155503615,493.20098877,3389425.25,M+H,1.0000,392.15550,2
